274	0	277	130
325	0	286	120
383	0	363	52
374	0	274	36
354	0	235	74
246	0	289	40
325	0	330	31
152	0	273	41
249	0	291	30
347	0	368	760
267	0	307	60
190	0	109	30
294	0	328	61
290	0	232	51
191	0	152	37
350	0	372	51
354	0	291	30
170	0	131	64
355	0	327	30
292	0	332	199
326	0	253	47
372	0	332	97
336	0	317	74
351	0	265	39
233	0	190	58
165	0	143	42
347	0	309	111
327	0	253	35
249	0	229	283
210	0	270	44
355	0	294	264
284	0	229	32
288	0	209	30
206	0	233	80
233	0	335	70
152	0	215	36
164	0	204	35
215	0	292	39
306	0	312	37
235	0	173	85
312	0	307	43
289	0	352	64
193	0	215	55
313	0	347	49
268	0	270	113
253	0	168	39
347	0	272	38
227	0	225	158
235	0	239	94
129	0	149	241
308	0	332	40
206	0	215	39
271	0	308	30
169	0	232	43
351	0	314	53
170	0	206	163
153	0	195	42
368	0	389	34
256	0	273	68
229	0	294	52
355	0	215	30
245	0	249	32
313	0	352	158
227	0	288	61
274	0	249	33
271	0	215	31
223	0	124	64
306	0	264	48
370	0	369	113
285	0	267	60
246	0	305	76
208	0	225	48
268	0	264	59
167	0	212	41
335	0	253	111
149	0	167	49
153	0	133	135
287	0	245	39
254	0	375	34
311	0	375	54
209	0	268	44
369	0	327	33
254	0	174	134
284	0	309	37
133	0	212	41
188	0	168	395
176	0	237	34
329	0	249	58
215	0	351	30
285	0	328	45
273	0	213	129
292	0	268	79
229	0	149	71
368	0	351	57
335	0	352	78
188	0	169	369
252	0	332	50
368	0	328	319
290	0	329	64
232	0	152	62
354	0	293	82
146	0	126	53
290	0	188	34
270	0	294	45
347	0	253	54
368	0	388	71
109	0	129	113
328	0	355	30
245	0	185	96
289	0	249	159
245	0	327	44
269	0	188	30
144	0	145	91
144	0	183	61
351	0	346	46
193	0	235	72
186	0	185	318
332	0	307	33
192	0	170	65
248	0	273	68
210	0	170	73
351	0	228	44
293	0	236	88
248	0	292	46
374	0	376	68
235	0	152	54
235	0	291	48
130	0	152	50
333	0	331	43
168	0	234	40
236	0	194	95
152	0	189	46
189	0	169	161
166	0	229	31
294	0	151	30
352	0	333	158
163	0	183	61
265	0	347	68
350	0	349	191
253	0	335	87
329	0	352	127
154	0	135	35
257	0	354	33
268	0	207	64
312	0	311	422
314	0	234	131
307	0	268	181
352	0	369	97
211	0	207	52
356	0	354	64
193	0	211	103
350	0	310	97
172	0	188	49
314	0	377	49
314	0	232	35
310	0	269	123
236	0	232	97
192	0	206	62
174	0	157	132
308	0	309	167
183	0	162	49
326	0	383	31
289	0	312	53
347	0	307	149
335	0	294	282
253	0	310	90
153	0	113	35
252	0	195	32
168	0	130	51
294	0	153	43
186	0	204	46
316	0	356	101
273	0	153	38
174	0	175	325
272	0	214	141
253	0	252	347
292	0	287	30
254	0	270	44
265	0	284	215
215	0	335	33
205	0	244	43
310	0	225	30
270	0	290	116
270	0	231	163
216	0	231	45
235	0	233	464
225	0	185	301
149	0	188	155
272	0	174	79
150	0	206	145
286	0	310	49
186	0	233	32
223	0	226	40
233	0	314	76
313	0	305	35
195	0	232	42
228	0	194	33
352	0	292	117
195	0	235	243
215	0	277	37
328	0	206	107
233	0	229	92
192	0	229	52
310	0	267	46
274	0	307	33
305	0	248	56
268	0	232	65
210	0	228	60
252	0	313	84
152	0	129	106
270	0	351	37
174	0	150	96
330	0	289	69
347	0	336	31
174	0	274	82
274	0	276	202
190	0	150	260
331	0	351	365
237	0	212	61
148	0	150	45
152	0	132	246
228	0	326	78
238	0	212	37
223	0	248	35
150	0	172	99
190	0	232	98
314	0	295	56
207	0	227	172
274	0	175	49
187	0	247	49
174	0	178	52
267	0	212	43
186	0	124	41
355	0	329	32
223	0	220	35
235	0	336	87
234	0	253	691
335	0	293	121
232	0	215	116
222	0	206	49
27	0	28	53
286	0	272	30
335	0	256	31
348	0	369	83
296	0	254	56
272	0	195	50
294	0	326	59
309	0	232	39
311	0	268	79
332	0	312	341
295	0	254	119
245	0	267	91
173	0	175	50
368	0	352	49
235	0	314	92
130	0	109	58
222	0	243	126
274	0	251	43
266	0	228	98
248	0	185	51
243	0	245	122
233	0	214	262
351	0	233	58
336	0	313	87
195	0	253	94
311	0	266	41
212	0	152	191
294	0	374	125
348	0	352	45
294	0	353	41
308	0	284	34
293	0	312	229
227	0	187	108
268	0	283	43
206	0	242	31
236	0	233	161
308	0	306	134
329	0	269	94
228	0	346	31
188	0	286	31
326	0	355	50
206	0	169	172
289	0	206	170
150	0	253	33
328	0	294	51
371	0	326	71
336	0	355	245
273	0	311	160
234	0	307	34
312	0	349	34
250	0	249	62
271	0	355	31
231	0	169	87
252	0	194	54
330	0	309	95
166	0	145	32
352	0	312	214
293	0	347	32
232	0	193	107
166	0	165	49
243	0	262	38
238	0	277	42
133	0	132	52
188	0	172	38
335	0	255	65
369	0	371	155
128	0	127	55
203	0	205	57
332	0	314	85
274	0	291	74
274	0	290	49
173	0	229	40
313	0	309	98
228	0	264	33
347	0	387	35
225	0	242	35
152	0	130	79
236	0	256	207
153	0	234	73
306	0	244	46
229	0	310	72
211	0	231	193
253	0	236	192
213	0	190	64
186	0	267	42
375	0	355	453
326	0	273	36
247	0	248	327
225	0	164	87
235	0	215	628
347	0	374	42
56	0	76	33
307	0	229	36
284	0	245	98
348	0	345	35
189	0	208	118
353	0	374	254
252	0	233	238
223	0	263	108
254	0	276	87
268	0	224	35
349	0	370	62
214	0	315	31
212	0	231	263
325	0	386	43
189	0	207	47
214	0	229	82
188	0	267	46
316	0	292	35
164	0	145	77
208	0	185	64
152	0	168	71
331	0	352	197
213	0	171	34
234	0	237	229
253	0	176	44
336	0	352	42
223	0	243	576
190	0	273	35
296	0	256	65
193	0	292	31
305	0	352	37
206	0	190	79
265	0	206	156
347	0	273	61
305	0	223	31
252	0	214	74
